Date,sigma_real,sigma_pred,Lambda,Cq,Delta,gamma_t,state
2023-11-02,0.15385693,0.18921862567877587,0.12748839497332898,0.26587171459679887,-0.019920186362711922,0.14849710298652097,VERDE
2023-11-03,0.15659783,0.16989178339333555,0.1042773098003362,0.23122696803021536,-0.01124216652462582,0.11335429154087309,VERDE
2023-11-06,0.15179627,0.16805422836628264,0.10241659766292305,0.22220569448552266,-0.0017889552579173004,0.11308031807303756,VERDE
2023-11-07,0.15064391,0.17364405201907834,0.11014704413485343,0.21539541528859013,-0.0758371763916929,0.11566877811920058,VERDE
2023-11-08,0.14968328,0.17056595928516163,0.10686552801463706,0.2030078516010711,-0.009732404438951237,0.12464997976354464,VERDE
2023-11-09,0.15164184,0.17507607715791512,0.10864784531622212,0.27122401230266213,0.005813202589132101,0.12038424793557978,VERDE
2023-11-10,0.15943363,0.18803262696129924,0.12178556454353356,0.33453676965152557,0.0006494113579354685,0.1236947859259032,AMARILLO
2023-11-13,0.15818646,0.20898678458870903,0.14693703905868605,0.37232987820180685,-0.07882155380476849,0.10413837556180347,AMARILLO
2023-11-14,0.16699716,0.22453616755488698,0.16791337553565644,0.3621164758591723,-0.09602827575319366,0.11514673052982595,AMARILLO
2023-11-15,0.16692014,0.24479772053015691,0.18931459711853277,0.44695633235733745,-0.03875727710707293,0.09557422958783658,NARANJA
2023-11-16,0.15793351,0.24913690273739564,0.20191297086276294,0.332508388781225,0.02362737143615637,0.08974510318936517,AMARILLO
2023-11-17,0.15321656,0.2677012397308687,0.22058604259477654,0.4257197500517206,-0.013496008729322093,0.09802852696195401,NARANJA
2023-11-20,0.14354774,0.2512368257126932,0.20298852448060511,0.36020466596434886,-0.030042560930457166,0.10953049245102059,AMARILLO
2023-11-21,0.14370567,0.22915751960832748,0.17833484002579014,0.2898002373497305,-0.013411588833001156,0.11333365907167481,AMARILLO
2023-11-22,0.14308206,0.21430575460707454,0.1585277515929,0.2957804536637243,-0.008030241009483838,0.11281004275368187,AMARILLO
2023-11-24,0.12824036,0.206314116879438,0.15133412313722966,0.24167627641245332,-0.044429868962303394,0.10908449029053478,AMARILLO
2023-11-27,0.11675472,0.22032046732707875,0.16493350446776506,0.32009307141326626,-0.03531982586157685,0.09971424706592705,AMARILLO
2023-11-28,0.11256247,0.24060046789384534,0.1880699274561427,0.3766221665481067,-0.014483862640711581,0.10149112375897658,AMARILLO
2023-11-29,0.11111985,0.268551446464645,0.22229212356125955,0.41590984717166724,-0.056991068868626385,0.10111168919549637,NARANJA
2023-11-30,0.11082076,0.25740859752495515,0.21014496522713705,0.3754989960956046,0.008407604475408073,0.10432207059139473,AMARILLO
2023-12-01,0.10860696,0.2429012054432439,0.19330795919709948,0.33979704870957494,0.04080570095622503,0.10683726034819997,AMARILLO
2023-12-04,0.09878017,0.21823540516381046,0.16368639651841504,0.29555724994817234,0.03804460967127617,0.14136293165077626,AMARILLO
2023-12-05,0.09631324,0.17196894435019786,0.11301727025688207,0.13161590447789387,0.012709198905547371,0.13986082578744252,CALMA
2023-12-06,0.09863841,0.16802641782625508,0.1047741851938377,0.1825948918697094,0.005052460410135254,0.1332398303971702,CALMA
2023-12-07,0.1007693,0.15745720865160343,0.09223408603510494,0.16111278386586553,0.020806142155570258,0.1245026197904571,CALMA
2023-12-08,0.1008735,0.1709344033054202,0.10720200551074589,0.20542242601339206,0.05104756832094741,0.13259453447904285,VERDE
2023-12-11,0.09348559,0.18132678413161807,0.11497498354016665,0.3019499016981269,0.058666888497435274,0.14691718176296964,AMARILLO
2023-12-12,0.08192104,0.17396557890533199,0.10683133524304228,0.2772221654809627,0.05774282871648246,0.1629564570887212,VERDE
2023-12-13,0.08956972,0.1492643657152416,0.07962704810486934,0.19221927846122103,0.047510793350315494,0.16090170437681256,CALMA
2023-12-14,0.06868966,0.1772301097322362,0.11064082360494522,0.2849129237784603,0.07334213362558982,0.18335532735988314,VERDE
2023-12-15,0.06915255,0.16637343993356388,0.09486863520430414,0.3106810435504074,0.06398275721118243,0.21225531971252537,AMARILLO
2023-12-18,0.0694795,0.14441069605792495,0.07080960446965043,0.23296273250902869,0.04371823974292682,0.20076103799652079,VERDE
2023-12-19,0.07035516,0.12510784836234404,0.05005297212183686,0.1582267576125329,0.02716723741091694,0.1994397620178051,CALMA
2023-12-20,0.09048192,0.1087709798014568,0.03266519197092854,0.09200449278414191,0.013860769276516052,0.1930383651135723,CALMA
2023-12-21,0.0942739,0.11021021215109489,0.03245682691472769,0.12663126583939321,0.012876725124108205,0.13713412905633005,CALMA
2023-12-22,0.09402616,0.10790516132475164,0.03008319760117676,0.1159689301594708,0.01579327387549593,0.13124012678643113,CALMA
2023-12-26,0.09417075,0.10205337009934724,0.024604668001153955,0.07984409581454832,0.015002491056067428,0.1340817220453728,CALMA
2023-12-27,0.09301206,0.09959069682917662,0.021318172126326185,0.08087122990395895,0.011339980176134568,0.13414977300339562,CALMA
2023-12-28,0.09314986,0.11840774497290386,0.039518784305855884,0.18737451775873923,0.007128240099189855,0.13198914537153456,CALMA
2023-12-29,0.09420749,0.13147745536280445,0.05569085966247431,0.20293271715286398,-0.02516999821043783,0.13299845845470054,VERDE
2024-01-02,0.0978853,0.14982034654009624,0.07491249221889812,0.2822703154688944,-0.030293088193035868,0.12535961729520972,VERDE
2024-01-03,0.10235732,0.16136799491423845,0.08695679664335104,0.3331524536439267,0.0026281051715342438,0.15567910128673673,AMARILLO
2024-01-04,0.10097583,0.14925953568462766,0.0749680753710798,0.26920136890845514,0.01776929049725376,0.15859873877217892,VERDE
2024-01-05,0.10078076,0.14517231089278929,0.07050489352764437,0.25450388396550694,0.01891665778775822,0.15928369418322583,VERDE
2024-01-08,0.10789787,0.15576926353282586,0.08200083781895255,0.29386346387337037,-0.03221627299077788,0.15710716633423338,VERDE
2024-01-09,0.10650113,0.15516653634007505,0.08101999249051814,0.29703505578992895,0.018979911740969378,0.1501201703405864,VERDE
2024-01-10,0.10707072,0.19113541511949353,0.12212457106132504,0.3961456915934889,0.06389332801135941,0.14525986053080878,AMARILLO
